config_num,picture_name,rot90_true_num,rot90_predicted_num,success,rot90_summary
2023-01-26 18:30:30,mamie0003_01.jpg,1,3,False,"[[3, 0, 0.01329829623160098, 134914.7396484375, 3], [3, 0, 0.014323366740877546, 121049.18359375, 1], [1, 0.96, 0.008655898946128376, 82697.56296874999, 0], [1, 0.91, 0.0207038144125249, 83305.5926953125, 2]]"
2023-01-26 18:30:30,mamie0003_02.jpg,1,1,True,"[[1, 0, 0.023750636430018252, 19513.525390625, 1], [0, 0, None, 0, 0], [0, 0, None, 0, 2], [0, 0, None, 0, 3]]"
2023-01-26 18:30:30,mamie0000_01.jpg,0,0,True,"[[13, 0, 0.054268298365229235, 34110.361572265625, 0], [0, 0.97, 0.05144660661694312, 8427.067458496093, 2], [0, 0, None, 0, 1], [0, 0, None, 0, 3]]"
2023-01-26 18:30:30,mamie0000_02.jpg,2,2,True,"[[6, 0.98, 0.040822026387304644, 33540.46157714844, 2], [0, 0, None, 0, 0], [0, 0, None, 0, 1], [0, 0, None, 0, 3]]"
2023-01-26 18:30:30,mamie0000_03.jpg,1,1,True,"[[2, 0, 0.013753370306940866, 78371.37109375, 1], [2, 0, 0.014785822174252155, 80983.16015625, 3], [0, 0.96, 0.010787954100466256, 64711.39453125, 2], [0, 0.95, 0.0145273613134843, 61504.189062499994, 0]]"
2023-01-26 18:30:30,mamie0000_04.jpg,1,1,True,"[[2, 0, 0.02906106093686745, 19274.4169921875, 1], [0, 0.98, 0.024649407195562224, 10675.733359374999, 3], [0, 0.98, 0.06552271152639705, 7335.052607421875, 2], [0, 0, None, 0, 0]]"
2023-01-26 18:33:35,mamie0003_01.jpg,1,3,False,"[[3, 0, 0.01329829623160098, 134914.7396484375, 3], [3, 0, 0.014323366740877546, 121049.18359375, 1], [1, 0.96, 0.008655898946128376, 82697.56296874999, 0], [1, 0.91, 0.0207038144125249, 83305.5926953125, 2]]"
2023-01-26 18:33:35,mamie0003_02.jpg,1,1,True,"[[1, 0, 0.023750636430018252, 19513.525390625, 1], [0, 0, None, 0, 0], [0, 0, None, 0, 2], [0, 0, None, 0, 3]]"
2023-01-26 18:33:35,mamie0000_01.jpg,0,0,True,"[[13, 0, 0.054268298365229235, 34110.361572265625, 0], [0, 0.97, 0.05144660661694312, 8427.067458496093, 2], [0, 0, None, 0, 1], [0, 0, None, 0, 3]]"
2023-01-26 18:33:35,mamie0000_02.jpg,2,2,True,"[[6, 0.98, 0.040822026387304644, 33540.46157714844, 2], [0, 0, None, 0, 0], [0, 0, None, 0, 1], [0, 0, None, 0, 3]]"
2023-01-26 18:33:35,mamie0000_03.jpg,1,1,True,"[[2, 0, 0.013753370306940866, 78371.37109375, 1], [2, 0, 0.014785822174252155, 80983.16015625, 3], [0, 0.96, 0.010787954100466256, 64711.39453125, 2], [0, 0.95, 0.0145273613134843, 61504.189062499994, 0]]"
2023-01-26 18:33:35,mamie0000_04.jpg,1,1,True,"[[2, 0, 0.02906106093686745, 19274.4169921875, 1], [0, 0.98, 0.024649407195562224, 10675.733359374999, 3], [0, 0.98, 0.06552271152639705, 7335.052607421875, 2], [0, 0, None, 0, 0]]"
2023-01-27 17:09:41,mamie0006_01.jpg,1,1,True,"[[5, 0, 0.019837831044180715, 102967.0830078125, 1], [1, 0.98, 0.019326174494942183, 47267.7881640625, 3], [1, 0.95, 0.13251142976051458, 9612.559440307617, 0], [0, 0.92, 0.02045791798580589, 39524.860371093746, 2]]"
2023-01-27 17:09:41,mamie0006_02.jpg,1,1,True,"[[1, 0.94, 0.012970771828502412, 99273.89453125, 1], [0, 0.96, 0.0074110499680901405, 155711.12890625, 3], [0, 0.94, 0.02660735084048095, 62297.651874999996, 0], [0, 0.91, 0.016533946707417882, 32163.50921875, 2]]"
2023-01-27 17:09:41,mamie0006_03.jpg,0,0,True,"[[4, 0, 0.013710850381353832, 160580.6640625, 0], [3, 0.92, 0.01255380529335947, 192007.49171875, 2], [0, 0.97, 0.027041515810825506, 75862.161328125, 3], [0, 0.93, 0.01650397319322927, 47111.8344921875, 1]]"
2023-01-27 19:28:20,mamie0122_01.jpg,Unknown,1,False,"[[2, 0, 0.026226373070613658, 24607.4150390625, 1], [1, 0.98, 0.021415762181428773, 46151.175078125, 3], [1, 0, 0.04918635846123746, 11033.7373046875, 2], [1, 0, 0.05598713225672227, 9762.3564453125, 0]]"
2023-01-27 19:28:20,mamie0122_02.jpg,Unknown,1,False,"[[2, 0, 0.027666769425648566, 20623.01416015625, 1], [1, 0.95, 0.021688768992999347, 116556.86197265626, 3], [1, 0, 0.03899050575043618, 7436.78125, 2], [0, 0.98, 0.039887951196004315, 19294.636015625, 0]]"
2023-01-27 19:28:20,mamie0122_03.jpg,Unknown,1,False,"[[2, 0, 0.022072711252614265, 33727.3134765625, 1], [0, 0.95, 0.02776847525428639, 11883.694726562499, 2], [0, 0.94, 0.01757534321729014, 25260.392343749998, 3], [0, 0, None, 0, 0]]"
2023-01-27 19:29:14,mamie0122_01.jpg,Unknown,1,False,"[[2, 0, 0.026226373070613658, 24607.4150390625, 1], [1, 0.98, 0.021415762181428773, 46151.175078125, 3], [1, 0, 0.04918635846123746, 11033.7373046875, 2], [1, 0, 0.05598713225672227, 9762.3564453125, 0]]"
2023-01-27 19:29:14,mamie0122_02.jpg,Unknown,1,False,"[[2, 0, 0.027666769425648566, 20623.01416015625, 1], [1, 0.95, 0.021688768992999347, 116556.86197265626, 3], [1, 0, 0.03899050575043618, 7436.78125, 2], [0, 0.98, 0.039887951196004315, 19294.636015625, 0]]"
2023-01-27 19:29:14,mamie0122_03.jpg,Unknown,1,False,"[[2, 0, 0.022072711252614265, 33727.3134765625, 1], [0, 0.95, 0.02776847525428639, 11883.694726562499, 2], [0, 0.94, 0.01757534321729014, 25260.392343749998, 3], [0, 0, None, 0, 0]]"
2023-01-27 19:30:13,mamie0122_01.jpg,Unknown,1,False,"[[2, 0, 0.026226373070613658, 24607.4150390625, 1], [1, 0.98, 0.021415762181428773, 46151.175078125, 3], [1, 0, 0.04918635846123746, 11033.7373046875, 2], [1, 0, 0.05598713225672227, 9762.3564453125, 0]]"
2023-01-27 19:30:13,mamie0122_02.jpg,Unknown,1,False,"[[2, 0, 0.027666769425648566, 20623.01416015625, 1], [1, 0.95, 0.021688768992999347, 116556.86197265626, 3], [1, 0, 0.03899050575043618, 7436.78125, 2], [0, 0.98, 0.039887951196004315, 19294.636015625, 0]]"
2023-01-27 19:30:13,mamie0122_03.jpg,Unknown,1,False,"[[2, 0, 0.022072711252614265, 33727.3134765625, 1], [0, 0.95, 0.02776847525428639, 11883.694726562499, 2], [0, 0.94, 0.01757534321729014, 25260.392343749998, 3], [0, 0, None, 0, 0]]"
2023-01-27 19:31:11,mamie0122_01.jpg,Unknown,1,False,"[[2, 0, 0.026226373070613658, 24607.4150390625, 1], [1, 0.98, 0.021415762181428773, 46151.175078125, 3], [1, 0, 0.04918635846123746, 11033.7373046875, 2], [1, 0, 0.05598713225672227, 9762.3564453125, 0]]"
2023-01-27 19:31:11,mamie0122_02.jpg,Unknown,1,False,"[[2, 0, 0.027666769425648566, 20623.01416015625, 1], [1, 0.95, 0.021688768992999347, 116556.86197265626, 3], [1, 0, 0.03899050575043618, 7436.78125, 2], [0, 0.98, 0.039887951196004315, 19294.636015625, 0]]"
2023-01-27 19:31:11,mamie0122_03.jpg,Unknown,1,False,"[[2, 0, 0.022072711252614265, 33727.3134765625, 1], [0, 0.95, 0.02776847525428639, 11883.694726562499, 2], [0, 0.94, 0.01757534321729014, 25260.392343749998, 3], [0, 0, None, 0, 0]]"
2023-01-27 19:31:50,mamie0122_01.jpg,Unknown,1,False,"[[2, 0, 0.026226373070613658, 24607.4150390625, 1], [1, 0.98, 0.021415762181428773, 46151.175078125, 3], [1, 0, 0.04918635846123746, 11033.7373046875, 2], [1, 0, 0.05598713225672227, 9762.3564453125, 0]]"
2023-01-27 19:31:50,mamie0122_02.jpg,Unknown,1,False,"[[2, 0, 0.027666769425648566, 20623.01416015625, 1], [1, 0.95, 0.021688768992999347, 116556.86197265626, 3], [1, 0, 0.03899050575043618, 7436.78125, 2], [0, 0.98, 0.039887951196004315, 19294.636015625, 0]]"
2023-01-27 19:31:50,mamie0122_03.jpg,Unknown,1,False,"[[2, 0, 0.022072711252614265, 33727.3134765625, 1], [0, 0.95, 0.02776847525428639, 11883.694726562499, 2], [0, 0.94, 0.01757534321729014, 25260.392343749998, 3], [0, 0, None, 0, 0]]"
2023-01-27 19:39:28,mamie0122_01.jpg,Unknown,1,False,"[[2, 0, 0.026226373070613658, 24607.4150390625, 1], [1, 0.98, 0.021415762181428773, 46151.175078125, 3], [1, 0, 0.04918635846123746, 11033.7373046875, 2], [1, 0, 0.05598713225672227, 9762.3564453125, 0]]"
2023-01-27 19:39:28,mamie0122_02.jpg,Unknown,1,False,"[[2, 0, 0.027666769425648566, 20623.01416015625, 1], [1, 0.95, 0.021688768992999347, 116556.86197265626, 3], [1, 0, 0.03899050575043618, 7436.78125, 2], [0, 0.98, 0.039887951196004315, 19294.636015625, 0]]"
